title,brand,os,ram,cpu,storage,screen size,resolution,cpu speed,model,wireless provider,cellular technology,color,refresh rate,sim count,wireless technology,price,price before promotion,rate,camera,img,website,currancy,url,reviews,width resolution,height resolution
OnePlus Nord CE 4 Lite 5G 8GB RAM 256GB Storage SIM-Free Smartphone with 50MP Dual Camera - Mega Blue,ONEPLUS,OxygenOS,8.0,,256.0,6.67,"1080 × 2400 pixels, 394 ppi",,CE 4 Lite,Unlocked for All Carriers,5G,Blue,120 Hz,,,272.5056,291.1104,4.5,50MP,https://m.media-amazon.com/images/I/71s2LD+UtvL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/OnePlus-Storage-SIM-Free-Smartphone-Camera/dp/B0D47HKQJM/ref=sr_1_76_mod_primary_new?dib=eyJ2IjoiMSJ9.85t2AXp2uEKZppbDGTdrtK-RIBNGriKLs6jHvEs3uDxA4BjrkcHlT4SC7VG1BM5jDMHMinTs01QsRtcCYGk2QmwX7lWkMTmoJixulFQJYjhXadTdRRrCKorge55rs4DTh-MmIQ6SL8pZ6m6_-0vnAAPf4g7EprAi87MYuYhYSmSxhQNa0pj6Xgjh80iln-6u_sEoaDmhfi0rZjjdrZbRpDw3x6j1g8MrfEHeifq3SzK463tF20x23yFI_E_HzUqE15UdQvlZMh9maYPxmnYt5b3HxrsfmVA8ut4puKybttw.YkYTPuLWqwM6hxvobysw9voZsbJGGroUI4ssnbO420Y&dib_tag=se&qid=1728792780&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-76,[],,
Apple iPhone 15 Plus (256GB) - Black,Apple,ios,,,256.0,6.7,,,iPhone 15 Plus,Unlocked for All Carriers,5G,Black,,,Wi-Fi,1137.0816,1202.7456,4.6,48MP,https://m.media-amazon.com/images/I/713xdJGERML._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Apple-iPhone-15-Plus-256GB/dp/B0CHX9XFRN/ref=sr_1_90?dib=eyJ2IjoiMSJ9.85t2AXp2uEKZppbDGTdrtK-RIBNGriKLs6jHvEs3uDxA4BjrkcHlT4SC7VG1BM5jDMHMinTs01QsRtcCYGk2QmwX7lWkMTmoJixulFQJYjhXadTdRRrCKorge55rs4DTh-MmIQ6SL8pZ6m6_-0vnAAPf4g7EprAi87MYuYhYSmSxhQNa0pj6Xgjh80iln-6u_sEoaDmhfi0rZjjdrZbRpDw3x6j1g8MrfEHeifq3SzK463tF20x23yFI_E_HzUqE15UdQvlZMh9maYPxmnYt5b3HxrsfmVA8ut4puKybttw.YkYTPuLWqwM6hxvobysw9voZsbJGGroUI4ssnbO420Y&dib_tag=se&qid=1728792780&s=electronics&sr=1-90,"['Name: Bella, Rating: 1.0 out of 5 stars, Date: Reviewed in the Netherlands on 3 January 2024, Review: None']",,
"Motorola Moto g13 Smartphone (6.52 inch HD+ Display, 50 MP Camera, 4/128 GB, 5000 mAh, Android 13), Matte Charcoal, Includes Protective Case [Exclusive to Amazon]",,,,,,,,,,,,Charcoal,,,,142.16256,,4.2,,https://m.media-amazon.com/images/I/71enyY0gUZL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Motorola-Smartphone-Charcoal-Protective-Exclusive/dp/B0BS19ZS3P/ref=sr_1_186?dib=eyJ2IjoiMSJ9.sHcgZq-_qrQ0bZkvoepzgAnbrZQpuhl2RPJMHSN6OiJoCBkMkGIgcqspJRfAgc_AngtHxfOz9H65mDt_c_ZRorUUaEhQfP-eW0HJisAIswxStEIU-5dnrsuZKoWBgsWYhsoKhMAFBxMei3aCip4oWXZCrHTVXJdIfa0xRKoTJe0giAwzgHOPv48aroo8Y3Cn8U-xKA7Jg8CLdk9HEQ0c-dwKxPStsCT4t4Mr-OwFWVOyO4y7e0CZN1rXagyfilbYt9LLLIWN_uvngP1JGAisIHN2KY69NRfh6Bj0XsjmSRY.eDCP2Su1Ku6a6Jam1LV7LHtWf5IjV2xvxEIGlXrTPc4&dib_tag=se&qid=1728792780&s=electronics&sr=1-186,[],,
"Ukuu GSM mobile phone for seniors, mobile phone for older people with large keys, display 1.8 inch (3.6cm), support dual sim, fast call 800 mAh, long standby battery, black",ukuu,ios,,,32.0,1.8,,,Ukuu F200,Vodafone,2G,Black,,,GSM,30.511872,,3.8,,https://m.media-amazon.com/images/I/61nrQZWAQrS._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/seniors-display-support-standby-battery/dp/B07N4TBJCH/ref=sr_1_89?dib=eyJ2IjoiMSJ9.85t2AXp2uEKZppbDGTdrtK-RIBNGriKLs6jHvEs3uDxA4BjrkcHlT4SC7VG1BM5jDMHMinTs01QsRtcCYGk2QmwX7lWkMTmoJixulFQJYjhXadTdRRrCKorge55rs4DTh-MmIQ6SL8pZ6m6_-0vnAAPf4g7EprAi87MYuYhYSmSxhQNa0pj6Xgjh80iln-6u_sEoaDmhfi0rZjjdrZbRpDw3x6j1g8MrfEHeifq3SzK463tF20x23yFI_E_HzUqE15UdQvlZMh9maYPxmnYt5b3HxrsfmVA8ut4puKybttw.YkYTPuLWqwM6hxvobysw9voZsbJGGroUI4ssnbO420Y&dib_tag=se&qid=1728792780&s=electronics&sr=1-89,"['Name: Krishna dsas, Rating: 2.0 out of 5 stars, Date: Reviewed in the Netherlands on 17 July 2022, Review: None']",,
"Xiaomi Redmi Note 13 Pro 16.9 cm (6.67"") Double SIM 5G USB Type-C 8 Go 256 Go 5100 mAh Noir Black",Xiaomi,,,,,,,,,,,Black,,,,304.221312,,4.5,,https://m.media-amazon.com/images/I/51RgZOhGiKL._AC_SL1200_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Xiaomi-Redmi-Double-Type-C-Black/dp/B0CP8B1D6J/ref=sr_1_77?dib=eyJ2IjoiMSJ9.85t2AXp2uEKZppbDGTdrtK-RIBNGriKLs6jHvEs3uDxA4BjrkcHlT4SC7VG1BM5jDMHMinTs01QsRtcCYGk2QmwX7lWkMTmoJixulFQJYjhXadTdRRrCKorge55rs4DTh-MmIQ6SL8pZ6m6_-0vnAAPf4g7EprAi87MYuYhYSmSxhQNa0pj6Xgjh80iln-6u_sEoaDmhfi0rZjjdrZbRpDw3x6j1g8MrfEHeifq3SzK463tF20x23yFI_E_HzUqE15UdQvlZMh9maYPxmnYt5b3HxrsfmVA8ut4puKybttw.YkYTPuLWqwM6hxvobysw9voZsbJGGroUI4ssnbO420Y&dib_tag=se&qid=1728792780&s=electronics&sr=1-77,"['Name: Augustin, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 18 September 2024, Review: None', 'Name: Michael Fabian, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 23 May 2024, Review: None', 'Name: Cezar, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 22 July 2024, Review: None']",,
Samsung Galaxy Z Flip4 5G 128GB Blue,SAMSUNG,Android 12.0,8.0,,128.0,6.7,,3.18 GHz,Galaxy Z Flip4 5G,Unlocked for All Carriers,5G,Blue,120 Hz,,,640.224,640.224,4.0,,https://m.media-amazon.com/images/I/61-OjEKztZL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Samsung-Galaxy-Flip4-128GB-Blue/dp/B0BBVN1LJV/ref=sr_1_81?dib=eyJ2IjoiMSJ9.85t2AXp2uEKZppbDGTdrtK-RIBNGriKLs6jHvEs3uDxA4BjrkcHlT4SC7VG1BM5jDMHMinTs01QsRtcCYGk2QmwX7lWkMTmoJixulFQJYjhXadTdRRrCKorge55rs4DTh-MmIQ6SL8pZ6m6_-0vnAAPf4g7EprAi87MYuYhYSmSxhQNa0pj6Xgjh80iln-6u_sEoaDmhfi0rZjjdrZbRpDw3x6j1g8MrfEHeifq3SzK463tF20x23yFI_E_HzUqE15UdQvlZMh9maYPxmnYt5b3HxrsfmVA8ut4puKybttw.YkYTPuLWqwM6hxvobysw9voZsbJGGroUI4ssnbO420Y&dib_tag=se&qid=1728792780&s=electronics&sr=1-81,[],,
"Xiaomi Redmi Note 13 Pro 16.9 cm (6.67"") Double SIM Android 13 4G USB Type-C 8 Go 256 Go 5000 mAh Noir",Xiaomi,Android 13.0,,,256.0,6.67,,,Xiaomi Redmi Note 13 Pro,Total Wireless,4G,Red,120 Hz,,,238.36032,248.954112,4.4,,https://m.media-amazon.com/images/I/51yhw2vI9+L._AC_SL1200_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Xiaomi-Redmi-Double-Android-Type-C/dp/B0CQJRHSDR/ref=sr_1_82?dib=eyJ2IjoiMSJ9.85t2AXp2uEKZppbDGTdrtK-RIBNGriKLs6jHvEs3uDxA4BjrkcHlT4SC7VG1BM5jDMHMinTs01QsRtcCYGk2QmwX7lWkMTmoJixulFQJYjhXadTdRRrCKorge55rs4DTh-MmIQ6SL8pZ6m6_-0vnAAPf4g7EprAi87MYuYhYSmSxhQNa0pj6Xgjh80iln-6u_sEoaDmhfi0rZjjdrZbRpDw3x6j1g8MrfEHeifq3SzK463tF20x23yFI_E_HzUqE15UdQvlZMh9maYPxmnYt5b3HxrsfmVA8ut4puKybttw.YkYTPuLWqwM6hxvobysw9voZsbJGGroUI4ssnbO420Y&dib_tag=se&qid=1728792780&s=electronics&sr=1-82,"['Name: Jeroen, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 1 May 2024, Review: None', 'Name: Raymond, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 25 January 2024, Review: None']",,
Samsung SM-A256 Galaxy A25 Dual SIM 5G 6GB RAM 128GB Yellow EU,SAMSUNG,Android 10.0,6.0,,128.0,6.5,1080 x 2400,,Galaxy A25,Unlocked,,Yellow,,Dubbele simkaart,,236.051136,,4.4,,https://m.media-amazon.com/images/I/61fSTRnfVrL._AC_SL1200_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Samsung-SM-A256-Galaxy-128GB-Yellow/dp/B0CN13DWLG/ref=sr_1_174?dib=eyJ2IjoiMSJ9.sHcgZq-_qrQ0bZkvoepzgAnbrZQpuhl2RPJMHSN6OiJoCBkMkGIgcqspJRfAgc_AngtHxfOz9H65mDt_c_ZRorUUaEhQfP-eW0HJisAIswxStEIU-5dnrsuZKoWBgsWYhsoKhMAFBxMei3aCip4oWXZCrHTVXJdIfa0xRKoTJe0giAwzgHOPv48aroo8Y3Cn8U-xKA7Jg8CLdk9HEQ0c-dwKxPStsCT4t4Mr-OwFWVOyO4y7e0CZN1rXagyfilbYt9LLLIWN_uvngP1JGAisIHN2KY69NRfh6Bj0XsjmSRY.eDCP2Su1Ku6a6Jam1LV7LHtWf5IjV2xvxEIGlXrTPc4&dib_tag=se&qid=1728792780&s=electronics&sr=1-174,[],1080.0,2400.0
SAMSUNG Galaxy S20 FE 4G Dual SIM 128 Go Blanc Débloque (Refurbished),SAMSUNG,Android 7.1,,,128.0,6.5,1080 x 2400,,Galaxy S20 FE,Unlocked for All Carriers,4G,1,,,,210.1248,,3.8,,https://m.media-amazon.com/images/I/71rWpEmXsrL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/SAMSUNG-Galaxy-Blanc-D%C3%A9bloque-Refurbished/dp/B08N11MQY2/ref=sr_1_85?dib=eyJ2IjoiMSJ9.85t2AXp2uEKZppbDGTdrtK-RIBNGriKLs6jHvEs3uDxA4BjrkcHlT4SC7VG1BM5jDMHMinTs01QsRtcCYGk2QmwX7lWkMTmoJixulFQJYjhXadTdRRrCKorge55rs4DTh-MmIQ6SL8pZ6m6_-0vnAAPf4g7EprAi87MYuYhYSmSxhQNa0pj6Xgjh80iln-6u_sEoaDmhfi0rZjjdrZbRpDw3x6j1g8MrfEHeifq3SzK463tF20x23yFI_E_HzUqE15UdQvlZMh9maYPxmnYt5b3HxrsfmVA8ut4puKybttw.YkYTPuLWqwM6hxvobysw9voZsbJGGroUI4ssnbO420Y&dib_tag=se&qid=1728792780&s=electronics&sr=1-85,[],1080.0,2400.0
"Stylish smartphone with appearance, cheap and durable, 5.0 inch display, Android 9.0, Dual SIM, 16GB ROM [expandable to 128GB], 3G mobile phone (Spark10Pro-Blue)",MTGud,Android 9.0,1.0,,16.0,5.0,,,MTGud Phone,3,3G,Blue,,,,63.978624,,3.0,,https://m.media-amazon.com/images/I/71rhuLVxbnL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Stylish-smartphone-appearance-expandable-Spark10Pro-Blue/dp/B0D4CY19FV/ref=sr_1_92?dib=eyJ2IjoiMSJ9.85t2AXp2uEKZppbDGTdrtK-RIBNGriKLs6jHvEs3uDxA4BjrkcHlT4SC7VG1BM5jDMHMinTs01QsRtcCYGk2QmwX7lWkMTmoJixulFQJYjhXadTdRRrCKorge55rs4DTh-MmIQ6SL8pZ6m6_-0vnAAPf4g7EprAi87MYuYhYSmSxhQNa0pj6Xgjh80iln-6u_sEoaDmhfi0rZjjdrZbRpDw3x6j1g8MrfEHeifq3SzK463tF20x23yFI_E_HzUqE15UdQvlZMh9maYPxmnYt5b3HxrsfmVA8ut4puKybttw.YkYTPuLWqwM6hxvobysw9voZsbJGGroUI4ssnbO420Y&dib_tag=se&qid=1728792780&s=electronics&sr=1-92,[],,
Samsung Galaxy S21 FE 5G Dual SIM 128 GB Grey,SAMSUNG,android,,,6.0,6.4,1080 x 2340,,Galaxy S21 FE 5G 128GB Graphite,Unlocked for All Carriers,5G,Grey,,,,420.2496,420.2496,4.2,,https://m.media-amazon.com/images/I/814t2Xr1EnL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Samsung-Galaxy-S21-Dual-Grey/dp/B09NMBJSCL/ref=sr_1_75?dib=eyJ2IjoiMSJ9.85t2AXp2uEKZppbDGTdrtK-RIBNGriKLs6jHvEs3uDxA4BjrkcHlT4SC7VG1BM5jDMHMinTs01QsRtcCYGk2QmwX7lWkMTmoJixulFQJYjhXadTdRRrCKorge55rs4DTh-MmIQ6SL8pZ6m6_-0vnAAPf4g7EprAi87MYuYhYSmSxhQNa0pj6Xgjh80iln-6u_sEoaDmhfi0rZjjdrZbRpDw3x6j1g8MrfEHeifq3SzK463tF20x23yFI_E_HzUqE15UdQvlZMh9maYPxmnYt5b3HxrsfmVA8ut4puKybttw.YkYTPuLWqwM6hxvobysw9voZsbJGGroUI4ssnbO420Y&dib_tag=se&qid=1728792780&s=electronics&sr=1-75,"['Name: Luc Wijdeveld, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 13 August 2023, Review: None', 'Name: Jan Marten de Jong, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 25 July 2022, Review: None', 'Name: Thijmen Baas, Rating: 2.0 out of 5 stars, Date: Reviewed in the Netherlands on 19 July 2022, Review: None']",1080.0,2340.0
"Samsung Galaxy A54 5G SM-A546B/DS 16.3 cm (6.4"") Hybrid Dual SIM 13 USB Type-C 8 GB 128 GB 5000 mAh Graphite",SAMSUNG,android,,,128.0,,1080 x 2340,,Model Specific,Unlocked for All Carriers,LTE,Graphite,120 Hz,,,336.91104,,4.4,,https://m.media-amazon.com/images/I/61BOowomkGL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Samsung-Galaxy-SM-A546B-Hybrid-Graphite/dp/B0BZQVP4LZ/ref=sr_1_86?dib=eyJ2IjoiMSJ9.85t2AXp2uEKZppbDGTdrtK-RIBNGriKLs6jHvEs3uDxA4BjrkcHlT4SC7VG1BM5jDMHMinTs01QsRtcCYGk2QmwX7lWkMTmoJixulFQJYjhXadTdRRrCKorge55rs4DTh-MmIQ6SL8pZ6m6_-0vnAAPf4g7EprAi87MYuYhYSmSxhQNa0pj6Xgjh80iln-6u_sEoaDmhfi0rZjjdrZbRpDw3x6j1g8MrfEHeifq3SzK463tF20x23yFI_E_HzUqE15UdQvlZMh9maYPxmnYt5b3HxrsfmVA8ut4puKybttw.YkYTPuLWqwM6hxvobysw9voZsbJGGroUI4ssnbO420Y&dib_tag=se&qid=1728792780&s=electronics&sr=1-86,"['Name: Heintje, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 28 December 2023, Review: None', 'Name: Will Kneepkens, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 21 June 2023, Review: None', 'Name: Emile, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 27 September 2023, Review: None']",1080.0,2340.0
SAMSUNG Galaxy A14 16.8cm 6.6 Dual SIM 4G USB Type-C 4 GB 128 GB Black 5000 mAh,SAMSUNG,android,,,128.0,,,,SM-A145RZKVEUB,Unlocked,WCDMA,Black,,Dubbele simkaart,"Wi-Fi, LTE",144.274752,,4.4,,https://m.media-amazon.com/images/I/61bbG+On+DL._AC_SL1025_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/SAMSUNG-Galaxy-16-8cm-Type-C-Black/dp/B0BZM3VXJC/ref=sr_1_97?dib=eyJ2IjoiMSJ9.KaC3N14LYff1kf0kX_ZPCz0UmmvGYsxNjXb2q4LI9APSYNlfvi01urUojkfOV9nRAC9CAeNdnnxA40ygSjulX9YkGRHj8xxw0vZO66Fsq1DrVi9uGyjKUSToVtWSAl_j7XhbG6kkppti1EU78FAfXaBiEUhYHXus153pUJlNyb_NJGN1MdSBrfksn1PsGo-n9uecVD2HqvccovYEdscXSPQr1NiEgapbbCdxT91gdh9J7YvPyg-5S4oaMeY3U5beYJU-6rJy3iU3BGRhXfVrkCURRcBKjVh4xnpCoDKjP7A.GBBKL9OtyWRqQMJaTEeuKCmx5E0kjmTq0uNCPgF_adM&dib_tag=se&qid=1728792780&s=electronics&sr=1-97,"['Name: Illion Totsuka, Rating: 1.0 out of 5 stars, Date: Reviewed in the Netherlands on 25 December 2023, Review: None', 'Name: Amazon Kunde, Rating: 1.0 out of 5 stars, Date: Reviewed in the Netherlands on 16 October 2023, Review: None']",,
"Nokia 105 2G Edition 2023 (Dual-SIM, 1.77 inch display, 1000 mAh battery, 32 MB, 3.5 mm headphone jack, FM radio) charcoal",Nokia,S30+,,,0.03125,1.77,160 x 120 pixels,,Nokia 105 cm,Unlocked for All Carriers,2G,Charcoal,,,,31.7376,,4.0,,https://m.media-amazon.com/images/I/71ykhGnoJ+L._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Dual-SIM-display-battery-headphone-charcoal/dp/B0C5MG66SR/ref=sr_1_184_mod_primary_new?dib=eyJ2IjoiMSJ9.sHcgZq-_qrQ0bZkvoepzgAnbrZQpuhl2RPJMHSN6OiJoCBkMkGIgcqspJRfAgc_AngtHxfOz9H65mDt_c_ZRorUUaEhQfP-eW0HJisAIswxStEIU-5dnrsuZKoWBgsWYhsoKhMAFBxMei3aCip4oWXZCrHTVXJdIfa0xRKoTJe0giAwzgHOPv48aroo8Y3Cn8U-xKA7Jg8CLdk9HEQ0c-dwKxPStsCT4t4Mr-OwFWVOyO4y7e0CZN1rXagyfilbYt9LLLIWN_uvngP1JGAisIHN2KY69NRfh6Bj0XsjmSRY.eDCP2Su1Ku6a6Jam1LV7LHtWf5IjV2xvxEIGlXrTPc4&dib_tag=se&qid=1728792780&s=electronics&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-184,[],,
"Xiaomi Redmi 13C 17.1 cm (6.74"") Double SIM 4G USB Type-C 8 Go 256 Go 5000 mAh Bleu, Navy",Xiaomi,Android 13.0,8.0,,256.0,6.74,1280 x 720,2 GHz,Redmi 13C,Orange,4G,Navy,,,,143.3664,,4.2,,https://m.media-amazon.com/images/I/61MUeK7B8EL._AC_SL1200_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Xiaomi-Redmi-17-1-Double-Type-C/dp/B0CP187PNW/ref=sr_1_93?dib=eyJ2IjoiMSJ9.85t2AXp2uEKZppbDGTdrtK-RIBNGriKLs6jHvEs3uDxA4BjrkcHlT4SC7VG1BM5jDMHMinTs01QsRtcCYGk2QmwX7lWkMTmoJixulFQJYjhXadTdRRrCKorge55rs4DTh-MmIQ6SL8pZ6m6_-0vnAAPf4g7EprAi87MYuYhYSmSxhQNa0pj6Xgjh80iln-6u_sEoaDmhfi0rZjjdrZbRpDw3x6j1g8MrfEHeifq3SzK463tF20x23yFI_E_HzUqE15UdQvlZMh9maYPxmnYt5b3HxrsfmVA8ut4puKybttw.YkYTPuLWqwM6hxvobysw9voZsbJGGroUI4ssnbO420Y&dib_tag=se&qid=1728792780&s=electronics&sr=1-93,"['Name: josé Maertens, Rating: 4.0 out of 5 stars, Date: Reviewed in the Netherlands on 17 April 2024, Review: None']",1280.0,720.0
Xiaomi Redmi Note 13 4G 6GB RAM 128GB Midnight Black,Xiaomi,android,,5X86,128.0,,1080 x 2400,1 Hz,Xiaomi Redmi Note 13,Unlocked for All Carriers,4G,Midnight Black,,,,158.677056,178.299648,4.3,,https://m.media-amazon.com/images/I/61-AgxyrC5L._AC_SL1200_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Xiaomi-Redmi-128GB-Midnight-Black/dp/B0CR5PC9HM/ref=sr_1_100?dib=eyJ2IjoiMSJ9.KaC3N14LYff1kf0kX_ZPCz0UmmvGYsxNjXb2q4LI9APSYNlfvi01urUojkfOV9nRAC9CAeNdnnxA40ygSjulX9YkGRHj8xxw0vZO66Fsq1DrVi9uGyjKUSToVtWSAl_j7XhbG6kkppti1EU78FAfXaBiEUhYHXus153pUJlNyb_NJGN1MdSBrfksn1PsGo-n9uecVD2HqvccovYEdscXSPQr1NiEgapbbCdxT91gdh9J7YvPyg-5S4oaMeY3U5beYJU-6rJy3iU3BGRhXfVrkCURRcBKjVh4xnpCoDKjP7A.GBBKL9OtyWRqQMJaTEeuKCmx5E0kjmTq0uNCPgF_adM&dib_tag=se&qid=1728792780&s=electronics&sr=1-100,[],1080.0,2400.0
"Hammer H Rock Smartphone, Portable, Shatterproof, Unlocked, IP68, Durable, Shockproof, Dual SIM, Battery 1800mAh, Large Keys, FM Radio, MP3 Player, Camera, Flashlight Black",Hammer H,autre,0.03125,,0.32,2.4,,,Rock,Unlocked for All Carriers,2G,Black,,,,50.539392,,3.8,,https://m.media-amazon.com/images/I/61v7ZG1FFRL._AC_SL1200_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Smartphone-Portable-Shatterproof-Shockproof-Flashlight/dp/B0B9BR6THB/ref=sr_1_94?dib=eyJ2IjoiMSJ9.85t2AXp2uEKZppbDGTdrtK-RIBNGriKLs6jHvEs3uDxA4BjrkcHlT4SC7VG1BM5jDMHMinTs01QsRtcCYGk2QmwX7lWkMTmoJixulFQJYjhXadTdRRrCKorge55rs4DTh-MmIQ6SL8pZ6m6_-0vnAAPf4g7EprAi87MYuYhYSmSxhQNa0pj6Xgjh80iln-6u_sEoaDmhfi0rZjjdrZbRpDw3x6j1g8MrfEHeifq3SzK463tF20x23yFI_E_HzUqE15UdQvlZMh9maYPxmnYt5b3HxrsfmVA8ut4puKybttw.YkYTPuLWqwM6hxvobysw9voZsbJGGroUI4ssnbO420Y&dib_tag=se&qid=1728792780&s=electronics&sr=1-94,[],,
iPhone 13 128 Go rose,Apple,iOS 15,,,128.0,6.1,,,iPhone 13,Unlocked for All Carriers,5G,pink,,,Wi-Fi,479.3472,,4.1,,https://m.media-amazon.com/images/I/61CGRxr55fL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/iPhone-13-128-Go-rose/dp/B09MGGF9JG/ref=sr_1_106?dib=eyJ2IjoiMSJ9.KaC3N14LYff1kf0kX_ZPCz0UmmvGYsxNjXb2q4LI9APSYNlfvi01urUojkfOV9nRAC9CAeNdnnxA40ygSjulX9YkGRHj8xxw0vZO66Fsq1DrVi9uGyjKUSToVtWSAl_j7XhbG6kkppti1EU78FAfXaBiEUhYHXus153pUJlNyb_NJGN1MdSBrfksn1PsGo-n9uecVD2HqvccovYEdscXSPQr1NiEgapbbCdxT91gdh9J7YvPyg-5S4oaMeY3U5beYJU-6rJy3iU3BGRhXfVrkCURRcBKjVh4xnpCoDKjP7A.GBBKL9OtyWRqQMJaTEeuKCmx5E0kjmTq0uNCPgF_adM&dib_tag=se&qid=1728792780&s=electronics&sr=1-106,"['Name: Adriana Radu, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 21 May 2024, Review: None', 'Name: Jos, Rating: 4.0 out of 5 stars, Date: Reviewed in the Netherlands on 9 January 2024, Review: None']",,
Galaxy A14 5G 4GB 64GB Black,SAMSUNG,Android 13.0,4.0,,64.0,6.6,720 x 1560,,SM-A146P/DSN,Unlocked for All Carriers,5G,Black,,,,157.5936,158.57856,4.4,,https://m.media-amazon.com/images/I/71A7jx2LdwL._AC_SL1500_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Galaxy-A14-4GB-64GB-Black/dp/B0BVKZ8M64/ref=sr_1_83?dib=eyJ2IjoiMSJ9.85t2AXp2uEKZppbDGTdrtK-RIBNGriKLs6jHvEs3uDxA4BjrkcHlT4SC7VG1BM5jDMHMinTs01QsRtcCYGk2QmwX7lWkMTmoJixulFQJYjhXadTdRRrCKorge55rs4DTh-MmIQ6SL8pZ6m6_-0vnAAPf4g7EprAi87MYuYhYSmSxhQNa0pj6Xgjh80iln-6u_sEoaDmhfi0rZjjdrZbRpDw3x6j1g8MrfEHeifq3SzK463tF20x23yFI_E_HzUqE15UdQvlZMh9maYPxmnYt5b3HxrsfmVA8ut4puKybttw.YkYTPuLWqwM6hxvobysw9voZsbJGGroUI4ssnbO420Y&dib_tag=se&qid=1728792780&s=electronics&sr=1-83,[],720.0,1560.0
"Xiaomi Redmi Note 13 Pro 16.9 cm (6.67"") Double SIM 5G USB Type-C 12 Go 512 Go 5100 mAh Noir, 161.2mm x 74.3mm x 8mm",Xiaomi,android,,Snapdragon,512.0,6.67,,,MZB0FCTEU,Go Mobile,5 GB,Red,,,,14.2272,,4.5,,https://m.media-amazon.com/images/I/517zSbmBSnL._AC_SL1200_.jpg,Amazon EG,USD,https://www.amazon.nl/-/en/Xiaomi-Double-Type-C-161-2mm-74-3mm/dp/B0CR2TLXJB/ref=sr_1_99?dib=eyJ2IjoiMSJ9.KaC3N14LYff1kf0kX_ZPCz0UmmvGYsxNjXb2q4LI9APSYNlfvi01urUojkfOV9nRAC9CAeNdnnxA40ygSjulX9YkGRHj8xxw0vZO66Fsq1DrVi9uGyjKUSToVtWSAl_j7XhbG6kkppti1EU78FAfXaBiEUhYHXus153pUJlNyb_NJGN1MdSBrfksn1PsGo-n9uecVD2HqvccovYEdscXSPQr1NiEgapbbCdxT91gdh9J7YvPyg-5S4oaMeY3U5beYJU-6rJy3iU3BGRhXfVrkCURRcBKjVh4xnpCoDKjP7A.GBBKL9OtyWRqQMJaTEeuKCmx5E0kjmTq0uNCPgF_adM&dib_tag=se&qid=1728792780&s=electronics&sr=1-99,"['Name: Ron Flohr, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 14 April 2024, Review: None', 'Name: J.van de Nieuwegiessen, Rating: 5.0 out of 5 stars, Date: Reviewed in the Netherlands on 11 March 2024, Review: None']",,
